event_id,event_name,event_date,initial_coverage_date,resolution_time_hours,event_category,outcome,outcome_binary,event_description,outcome_confirmed_by,experimental_plan_note,source_name,article_headline,article_date,article_summary,framing_prediction,source_correct,paywall_note
34,Jeremy Corbyn Wins Labour Leadership Against Owen Smith September 2016,2016-09-24,2016-09-01,552,Vote_Confidence,"Jeremy Corbyn won the Labour leadership ballot against Owen Smith with 61.8% of the vote, confounding predictions that the challenge would succeed or produce a dramatically close result.",SURVIVED,"Jeremy Corbyn is facing a formal leadership challenge from Owen Smith following the no-confidence vote passed by Labour MPs in June, triggered by the post-Brexit shadow cabinet resignations. Smith has been making a strong campaign on a platform of electability, and several polls of Labour members suggest the race may be closer than Corbyn's team publicly acknowledges. The result of the membership ballot will be announced later this month at a special Labour conference in Liverpool. Commentators are divided on whether Corbyn's grassroots organisational strength can withstand the professional campaign being run by the Smith camp.",BBC News,"The Telegraph and Times both predicted Owen Smith would defeat or come very close to defeating Corbyn, severely underestimating the scale of Corbyn's membership support; the Guardian correctly predicted Corbyn's renewed mandate.",Times,"Smith on Course to Spring Leadership Surprise, Poll Analysis Suggests",2016-09-01,"The Times reports that private polling commissioned by Owen Smith's campaign suggests he may be within striking distance of defeating Jeremy Corbyn in the Labour leadership ballot. The paper's political correspondent cites signals from within the membership that electability concerns are weighing more heavily than early polling suggested. The Times predicts a significantly closer result than a Corbyn landslide, with Smith capable of winning a majority of eligible Labour members.",WILL_LOSE,FALSE,PAYWALLED
34,Jeremy Corbyn Wins Labour Leadership Against Owen Smith September 2016,2016-09-24,2016-09-01,552,Vote_Confidence,"Jeremy Corbyn won the Labour leadership ballot against Owen Smith with 61.8% of the vote, confounding predictions that the challenge would succeed or produce a dramatically close result.",SURVIVED,"Jeremy Corbyn is facing a formal leadership challenge from Owen Smith following the no-confidence vote passed by Labour MPs in June, triggered by the post-Brexit shadow cabinet resignations. Smith has been making a strong campaign on a platform of electability, and several polls of Labour members suggest the race may be closer than Corbyn's team publicly acknowledges. The result of the membership ballot will be announced later this month at a special Labour conference in Liverpool. Commentators are divided on whether Corbyn's grassroots organisational strength can withstand the professional campaign being run by the Smith camp.",BBC News,"The Telegraph and Times both predicted Owen Smith would defeat or come very close to defeating Corbyn, severely underestimating the scale of Corbyn's membership support; the Guardian correctly predicted Corbyn's renewed mandate.",Reuters,Britain's Labour Faces Verdict on Corbyn Leadership in Membership Ballot,2016-09-01,"Reuters reports that Britain's Labour Party is awaiting the results of its leadership ballot, with Jeremy Corbyn and challenger Owen Smith having made their final pitches to the membership. The wire service notes that polls of Labour members consistently show Corbyn ahead but that turnout patterns and inclusion of newly registered members introduce uncertainty. Reuters does not project an outcome, reporting both candidates claim confidence in their respective positions.",UNCLEAR,PARTIAL,FREE
34,Jeremy Corbyn Wins Labour Leadership Against Owen Smith September 2016,2016-09-24,2016-09-01,552,Vote_Confidence,"Jeremy Corbyn won the Labour leadership ballot against Owen Smith with 61.8% of the vote, confounding predictions that the challenge would succeed or produce a dramatically close result.",SURVIVED,"Jeremy Corbyn is facing a formal leadership challenge from Owen Smith following the no-confidence vote passed by Labour MPs in June, triggered by the post-Brexit shadow cabinet resignations. Smith has been making a strong campaign on a platform of electability, and several polls of Labour members suggest the race may be closer than Corbyn's team publicly acknowledges. The result of the membership ballot will be announced later this month at a special Labour conference in Liverpool. Commentators are divided on whether Corbyn's grassroots organisational strength can withstand the professional campaign being run by the Smith camp.",BBC News,"The Telegraph and Times both predicted Owen Smith would defeat or come very close to defeating Corbyn, severely underestimating the scale of Corbyn's membership support; the Guardian correctly predicted Corbyn's renewed mandate.",Sky News,Labour Leadership: Is This Really as Close as Some Are Claiming?,2016-09-01,"Sky News examines claims from Owen Smith's campaign that the Labour leadership result will be much closer than public polling suggests. Sky's political correspondent says the independent polling evidence still points to a Corbyn victory but that Smith's campaign has professionalised and has genuine grassroots support in some regions. Sky frames the outcome as uncertain, suggesting Smith has mounted a better challenge than initially expected.",UNCLEAR,PARTIAL,FREE
35,George Osborne Reverses Tax Credits Cuts in Autumn Statement 2015,2015-11-25,2015-10-27,696,Economic_Policy,"George Osborne reversed his planned cuts to working tax credits in the Autumn Statement, abandoning the policy entirely after losing the Lords vote and facing sustained pressure from Conservative MPs in marginal seats.",REVERSED,"The House of Lords voted last night to delay the government's planned cuts to working tax credits, passing a fatal motion against the statutory instrument that would have reduced the income threshold from £6,420 to £3,850. Osborne faces a constitutional conflict with the Lords and a politically toxic backlash from Conservative MPs who fear the impact on low-income constituents. Government sources insist the Chancellor intends to press ahead with the welfare savings, and ministers are exploring legal routes to override or circumvent the Lords vote. The Autumn Statement in late November is now seen as the critical moment when Osborne must decide how to proceed.",BBC News,"The Telegraph, Times, and Sky News predicted Osborne would find a way to implement the cuts, while the Guardian correctly anticipated a full U-turn; this event tests whether pro-government outlets systematically under-predicted Conservative retreats on austerity measures.",Guardian,"Osborne May Be Forced Into Tax Credits Climbdown, Treasury Sources Hint",2015-10-27,"The Guardian reports that Treasury sources have privately acknowledged to the paper that a full reversal of the tax credits cuts is now possible, amid mounting political pressure from Conservative backbenchers. The paper notes that the combination of the Lords vote and internal Tory dissent has created conditions where pressing ahead could prove more politically costly than retreating. The Guardian frames a U-turn as the most likely outcome if Osborne is to avoid open rebellion at the Autumn Statement.",WILL_UTURN,TRUE,FREE
35,George Osborne Reverses Tax Credits Cuts in Autumn Statement 2015,2015-11-25,2015-10-27,696,Economic_Policy,"George Osborne reversed his planned cuts to working tax credits in the Autumn Statement, abandoning the policy entirely after losing the Lords vote and facing sustained pressure from Conservative MPs in marginal seats.",REVERSED,"The House of Lords voted last night to delay the government's planned cuts to working tax credits, passing a fatal motion against the statutory instrument that would have reduced the income threshold from £6,420 to £3,850. Osborne faces a constitutional conflict with the Lords and a politically toxic backlash from Conservative MPs who fear the impact on low-income constituents. Government sources insist the Chancellor intends to press ahead with the welfare savings, and ministers are exploring legal routes to override or circumvent the Lords vote. The Autumn Statement in late November is now seen as the critical moment when Osborne must decide how to proceed.",BBC News,"The Telegraph, Times, and Sky News predicted Osborne would find a way to implement the cuts, while the Guardian correctly anticipated a full U-turn; this event tests whether pro-government outlets systematically under-predicted Conservative retreats on austerity measures.",BBC,Tax Credits Row: What Happens Now After Lords Defeat?,2015-10-27,"The BBC outlines the political and constitutional options facing George Osborne after the House of Lords voted against the tax credits cuts statutory instrument. Political correspondents note that Osborne could choose to modify, delay, or withdraw the cuts, or challenge the Lords' powers, with each option carrying significant political risk. The BBC presents the Autumn Statement as the likely decision point but does not project which path Osborne will take.",UNCLEAR,PARTIAL,FREE
35,George Osborne Reverses Tax Credits Cuts in Autumn Statement 2015,2015-11-25,2015-10-27,696,Economic_Policy,"George Osborne reversed his planned cuts to working tax credits in the Autumn Statement, abandoning the policy entirely after losing the Lords vote and facing sustained pressure from Conservative MPs in marginal seats.",REVERSED,"The House of Lords voted last night to delay the government's planned cuts to working tax credits, passing a fatal motion against the statutory instrument that would have reduced the income threshold from £6,420 to £3,850. Osborne faces a constitutional conflict with the Lords and a politically toxic backlash from Conservative MPs who fear the impact on low-income constituents. Government sources insist the Chancellor intends to press ahead with the welfare savings, and ministers are exploring legal routes to override or circumvent the Lords vote. The Autumn Statement in late November is now seen as the critical moment when Osborne must decide how to proceed.",BBC News,"The Telegraph, Times, and Sky News predicted Osborne would find a way to implement the cuts, while the Guardian correctly anticipated a full U-turn; this event tests whether pro-government outlets systematically under-predicted Conservative retreats on austerity measures.",Telegraph,"Osborne Will Not Bow to Lords Pressure on Tax Credits, Treasury Says",2015-10-27,"The Telegraph reports that Number 11 has made clear to the paper that George Osborne will not reverse course on tax credits despite the Lords vote, which the government views as a constitutional overreach. The paper says Osborne intends to use the Autumn Statement to announce transitional arrangements, not a retreat, and that the welfare savings remain central to his fiscal plan. The Telegraph judges that the Chancellor's political credibility depends on holding the line and that he will find a way to implement the cuts.",WILL_PASS,FALSE,PAYWALLED
35,George Osborne Reverses Tax Credits Cuts in Autumn Statement 2015,2015-11-25,2015-10-27,696,Economic_Policy,"George Osborne reversed his planned cuts to working tax credits in the Autumn Statement, abandoning the policy entirely after losing the Lords vote and facing sustained pressure from Conservative MPs in marginal seats.",REVERSED,"The House of Lords voted last night to delay the government's planned cuts to working tax credits, passing a fatal motion against the statutory instrument that would have reduced the income threshold from £6,420 to £3,850. Osborne faces a constitutional conflict with the Lords and a politically toxic backlash from Conservative MPs who fear the impact on low-income constituents. Government sources insist the Chancellor intends to press ahead with the welfare savings, and ministers are exploring legal routes to override or circumvent the Lords vote. The Autumn Statement in late November is now seen as the critical moment when Osborne must decide how to proceed.",BBC News,"The Telegraph, Times, and Sky News predicted Osborne would find a way to implement the cuts, while the Guardian correctly anticipated a full U-turn; this event tests whether pro-government outlets systematically under-predicted Conservative retreats on austerity measures.",Times,Chancellor Determined to Find Way Through on Tax Credits Despite Lords Setback,2015-10-27,"The Times reports that George Osborne remains committed to delivering the welfare savings from tax credit cuts and is exploring options to proceed despite the Lords vote. The paper's Westminster correspondent says Osborne views backing down as politically impossible given his stated fiscal targets, and that the Treasury is working on a modified package achieving equivalent savings. The Times predicts that Osborne will announce some form of the cuts at the Autumn Statement, possibly with transitional protection but without abandoning the core policy.",WILL_PASS,FALSE,PAYWALLED
35,George Osborne Reverses Tax Credits Cuts in Autumn Statement 2015,2015-11-25,2015-10-27,696,Economic_Policy,"George Osborne reversed his planned cuts to working tax credits in the Autumn Statement, abandoning the policy entirely after losing the Lords vote and facing sustained pressure from Conservative MPs in marginal seats.",REVERSED,"The House of Lords voted last night to delay the government's planned cuts to working tax credits, passing a fatal motion against the statutory instrument that would have reduced the income threshold from £6,420 to £3,850. Osborne faces a constitutional conflict with the Lords and a politically toxic backlash from Conservative MPs who fear the impact on low-income constituents. Government sources insist the Chancellor intends to press ahead with the welfare savings, and ministers are exploring legal routes to override or circumvent the Lords vote. The Autumn Statement in late November is now seen as the critical moment when Osborne must decide how to proceed.",BBC News,"The Telegraph, Times, and Sky News predicted Osborne would find a way to implement the cuts, while the Guardian correctly anticipated a full U-turn; this event tests whether pro-government outlets systematically under-predicted Conservative retreats on austerity measures.",Reuters,UK Government Reviews Tax Credits Plans After House of Lords Defeat,2015-10-27,"Reuters reports that the British government is reviewing its options on planned cuts to working tax credits after the House of Lords voted against the statutory instrument implementing them. The wire service notes that Chancellor Osborne has reaffirmed his commitment to welfare savings but that pressure from Conservative MPs in marginal seats is complicating the path forward. Reuters does not forecast whether Osborne will press ahead or reverse the policy, noting the Autumn Statement will clarify the government's intentions.",UNCLEAR,PARTIAL,FREE
35,George Osborne Reverses Tax Credits Cuts in Autumn Statement 2015,2015-11-25,2015-10-27,696,Economic_Policy,"George Osborne reversed his planned cuts to working tax credits in the Autumn Statement, abandoning the policy entirely after losing the Lords vote and facing sustained pressure from Conservative MPs in marginal seats.",REVERSED,"The House of Lords voted last night to delay the government's planned cuts to working tax credits, passing a fatal motion against the statutory instrument that would have reduced the income threshold from £6,420 to £3,850. Osborne faces a constitutional conflict with the Lords and a politically toxic backlash from Conservative MPs who fear the impact on low-income constituents. Government sources insist the Chancellor intends to press ahead with the welfare savings, and ministers are exploring legal routes to override or circumvent the Lords vote. The Autumn Statement in late November is now seen as the critical moment when Osborne must decide how to proceed.",BBC News,"The Telegraph, Times, and Sky News predicted Osborne would find a way to implement the cuts, while the Guardian correctly anticipated a full U-turn; this event tests whether pro-government outlets systematically under-predicted Conservative retreats on austerity measures.",Sky News,Tax Credits Battle: Osborne Stands Firm Despite Lords Rebellion,2015-10-27,"Sky News reports that George Osborne has told colleagues he intends to implement the tax credits cuts through alternative means, dismissing the Lords vote as an illegitimate intervention in financial matters. Sky's political correspondent says government sources are confident the Chancellor will find a path forward at the Autumn Statement that delivers the planned welfare savings. Sky frames Osborne as unlikely to U-turn, citing his track record of delivering on fiscal commitments even under political pressure.",WILL_PASS,FALSE,FREE
37,2015 UK General Election – Conservatives Win Unexpected Majority,2015-05-08,2015-05-04,96,Election_Leadership,"The Conservatives won an outright majority of 331 seats, defying unanimous pre-election polling that had projected a hung parliament and denying Labour any path to government.",WON,"With three days until polling day, every published poll shows the Conservatives and Labour tied within the margin of error, pointing overwhelmingly to a hung parliament. Commentators are focused on coalition arithmetic rather than outright majority scenarios, with the SNP expected to hold the balance of power in any minority government arrangement. Conservative campaign strategists are publicly acknowledging they cannot win a majority, while Labour sources express cautious optimism about forming a minority government. The Lib Dems are forecast to lose many of their 57 seats but retain enough to be potential coalition partners for either main party.",BBC News,"The Guardian, Times, and Sky News all projected a hung parliament with Labour potentially forming a government, when in reality the Conservatives won a majority of 331 seats; this event is central to understanding how outlets systematically under-predicted Conservative strength in 2015.",Guardian,Final Polls Point to Hung Parliament With No Clear Path to Majority for Either Party,2015-05-04,"The Guardian reports that the final polls before Thursday's general election show the Conservatives and Labour neck-and-neck on around 33-34%, making an outright majority for either side virtually impossible. The paper's analysis focuses on coalition scenarios, exploring how a Labour minority government supported by the SNP might work in practice. The Guardian concludes that the most likely outcome is a hung parliament, with Ed Miliband having a plausible path to Downing Street.",WILL_LOSE,FALSE,FREE
37,2015 UK General Election – Conservatives Win Unexpected Majority,2015-05-08,2015-05-04,96,Election_Leadership,"The Conservatives won an outright majority of 331 seats, defying unanimous pre-election polling that had projected a hung parliament and denying Labour any path to government.",WON,"With three days until polling day, every published poll shows the Conservatives and Labour tied within the margin of error, pointing overwhelmingly to a hung parliament. Commentators are focused on coalition arithmetic rather than outright majority scenarios, with the SNP expected to hold the balance of power in any minority government arrangement. Conservative campaign strategists are publicly acknowledging they cannot win a majority, while Labour sources express cautious optimism about forming a minority government. The Lib Dems are forecast to lose many of their 57 seats but retain enough to be potential coalition partners for either main party.",BBC News,"The Guardian, Times, and Sky News all projected a hung parliament with Labour potentially forming a government, when in reality the Conservatives won a majority of 331 seats; this event is central to understanding how outlets systematically under-predicted Conservative strength in 2015.",BBC,Election 2015: Polls Point to Knife-Edge Result With No Party Close to Majority,2015-05-04,"The BBC presents a comprehensive breakdown of the final pre-election polling, with all major surveys showing a dead heat between the Conservatives and Labour. Political analysts on the BBC note that the polls have been consistent throughout the campaign and that a hung parliament appears the almost certain outcome. The BBC's own experts acknowledge that constituency-level modelling creates some uncertainty but present the consensus view of no overall majority for either party.",UNCLEAR,PARTIAL,FREE
37,2015 UK General Election – Conservatives Win Unexpected Majority,2015-05-08,2015-05-04,96,Election_Leadership,"The Conservatives won an outright majority of 331 seats, defying unanimous pre-election polling that had projected a hung parliament and denying Labour any path to government.",WON,"With three days until polling day, every published poll shows the Conservatives and Labour tied within the margin of error, pointing overwhelmingly to a hung parliament. Commentators are focused on coalition arithmetic rather than outright majority scenarios, with the SNP expected to hold the balance of power in any minority government arrangement. Conservative campaign strategists are publicly acknowledging they cannot win a majority, while Labour sources express cautious optimism about forming a minority government. The Lib Dems are forecast to lose many of their 57 seats but retain enough to be potential coalition partners for either main party.",BBC News,"The Guardian, Times, and Sky News all projected a hung parliament with Labour potentially forming a government, when in reality the Conservatives won a majority of 331 seats; this event is central to understanding how outlets systematically under-predicted Conservative strength in 2015.",Telegraph,Don't Write Off a Tory Majority: Why the Polls May Be Underestimating Cameron,2015-05-04,"The Telegraph argues that the published polls may be systematically under-measuring Conservative support due to a repeat of the 'shy Tory' effect that distorted predictions in 1992. The paper's lead columnist contends that Cameron's personal approval ratings outstrip those of Ed Miliband and that economic competence polling favours the Conservatives, creating conditions for an outperformance on polling day. The Telegraph predicts the Conservatives will outperform the polls and may secure enough seats to govern without a coalition partner.",WILL_WIN,TRUE,PAYWALLED
37,2015 UK General Election – Conservatives Win Unexpected Majority,2015-05-08,2015-05-04,96,Election_Leadership,"The Conservatives won an outright majority of 331 seats, defying unanimous pre-election polling that had projected a hung parliament and denying Labour any path to government.",WON,"With three days until polling day, every published poll shows the Conservatives and Labour tied within the margin of error, pointing overwhelmingly to a hung parliament. Commentators are focused on coalition arithmetic rather than outright majority scenarios, with the SNP expected to hold the balance of power in any minority government arrangement. Conservative campaign strategists are publicly acknowledging they cannot win a majority, while Labour sources express cautious optimism about forming a minority government. The Lib Dems are forecast to lose many of their 57 seats but retain enough to be potential coalition partners for either main party.",BBC News,"The Guardian, Times, and Sky News all projected a hung parliament with Labour potentially forming a government, when in reality the Conservatives won a majority of 331 seats; this event is central to understanding how outlets systematically under-predicted Conservative strength in 2015.",Times,Election 2015 Final Verdict: Coalition Negotiations Will Begin on Friday Morning,2015-05-04,"The Times projects with confidence that no party will win an outright majority on Thursday, setting out the terms of likely coalition negotiations in detail. The paper's political team has modelled hundreds of seat scenarios and concludes that a Conservative majority is 'essentially ruled out' by the uniform polling evidence. The Times predicts the most likely outcome is a Conservative-led minority government dependent on Lib Dem or DUP support, with Ed Miliband also having a route to power.",WILL_LOSE,FALSE,PAYWALLED
37,2015 UK General Election – Conservatives Win Unexpected Majority,2015-05-08,2015-05-04,96,Election_Leadership,"The Conservatives won an outright majority of 331 seats, defying unanimous pre-election polling that had projected a hung parliament and denying Labour any path to government.",WON,"With three days until polling day, every published poll shows the Conservatives and Labour tied within the margin of error, pointing overwhelmingly to a hung parliament. Commentators are focused on coalition arithmetic rather than outright majority scenarios, with the SNP expected to hold the balance of power in any minority government arrangement. Conservative campaign strategists are publicly acknowledging they cannot win a majority, while Labour sources express cautious optimism about forming a minority government. The Lib Dems are forecast to lose many of their 57 seats but retain enough to be potential coalition partners for either main party.",BBC News,"The Guardian, Times, and Sky News all projected a hung parliament with Labour potentially forming a government, when in reality the Conservatives won a majority of 331 seats; this event is central to understanding how outlets systematically under-predicted Conservative strength in 2015.",Reuters,UK Election Too Close to Call as Final Polls Show Dead Heat,2015-05-04,"Reuters reports that Britain's general election on Thursday is too close to call, with all final polls showing the Conservatives and Labour within the margin of error at around 33-34% each. The wire service notes that the uniform polling consensus points strongly to a hung parliament and that post-election coalition negotiations are expected to determine who governs. Reuters does not project a winner, reflecting the near-universal polling uncertainty.",UNCLEAR,PARTIAL,FREE
37,2015 UK General Election – Conservatives Win Unexpected Majority,2015-05-08,2015-05-04,96,Election_Leadership,"The Conservatives won an outright majority of 331 seats, defying unanimous pre-election polling that had projected a hung parliament and denying Labour any path to government.",WON,"With three days until polling day, every published poll shows the Conservatives and Labour tied within the margin of error, pointing overwhelmingly to a hung parliament. Commentators are focused on coalition arithmetic rather than outright majority scenarios, with the SNP expected to hold the balance of power in any minority government arrangement. Conservative campaign strategists are publicly acknowledging they cannot win a majority, while Labour sources express cautious optimism about forming a minority government. The Lib Dems are forecast to lose many of their 57 seats but retain enough to be potential coalition partners for either main party.",BBC News,"The Guardian, Times, and Sky News all projected a hung parliament with Labour potentially forming a government, when in reality the Conservatives won a majority of 331 seats; this event is central to understanding how outlets systematically under-predicted Conservative strength in 2015.",Sky News,Election 2015: No Winner in Sight as Final Polls Show Deadlock,2015-05-04,"Sky News reports that its final poll of polls shows the Conservatives and Labour deadlocked, making a hung parliament the overwhelming probability according to seat projection models. Sky's political team focuses on coalition and confidence-and-supply arithmetic, interviewing SNP, Lib Dem, and DUP representatives about post-election negotiations. Sky frames the election as one where no single party will command a majority, and neither leader will walk straight into Downing Street on Friday morning.",WILL_LOSE,FALSE,FREE
38,EU Referendum June 2016-Leave Wins,2016-06-23,2016-06-19,96,Election_Leadership,"The United Kingdom voted to leave the European Union by 51.9% to 48.1%, defying betting markets and most published forecasts that had pointed to a narrow Remain victory.",LEAVE,"With days until the referendum, betting markets price a Remain victory at around 80-85% probability, and the weight of published commentary anticipates that undecided voters will break for the status quo. Final polls are mixed and close, with several phone polls showing a narrow Remain lead and online polls showing a dead heat. Sterling has strengthened on the assumption of a Remain win, and most outlets are framing the likely result as a narrow victory for staying in the EU.",BBC News,"A landmark surprise outcome: Guardian, Times and Sky News all leaned toward a narrow Remain win (FALSE), while the Telegraph's pro-Leave framing predicted the actual result (TRUE) and BBC/Reuters stayed UNCLEAR. Central to the FALSE class — a case where consensus forecasting failed badly.",Guardian,Final Polls Suggest Remain Will Edge a Narrow Referendum Victory,2016-06-19,"The Guardian reports that the balance of final polling and the historic tendency of undecided voters to favour the status quo point to a narrow Remain victory. The paper's analysis emphasises that betting markets have moved decisively toward Remain and that economic-risk messaging appears to be landing with wavering voters. The Guardian concludes that the UK is most likely to vote to stay in the European Union, albeit by a slim margin.",WILL_REMAIN,FALSE,FREE
38,EU Referendum June 2016-Leave Wins,2016-06-23,2016-06-19,96,Election_Leadership,"The United Kingdom voted to leave the European Union by 51.9% to 48.1%, defying betting markets and most published forecasts that had pointed to a narrow Remain victory.",LEAVE,"With days until the referendum, betting markets price a Remain victory at around 80-85% probability, and the weight of published commentary anticipates that undecided voters will break for the status quo. Final polls are mixed and close, with several phone polls showing a narrow Remain lead and online polls showing a dead heat. Sterling has strengthened on the assumption of a Remain win, and most outlets are framing the likely result as a narrow victory for staying in the EU.",BBC News,"A landmark surprise outcome: Guardian, Times and Sky News all leaned toward a narrow Remain win (FALSE), while the Telegraph's pro-Leave framing predicted the actual result (TRUE) and BBC/Reuters stayed UNCLEAR. Central to the FALSE class — a case where consensus forecasting failed badly.",BBC,EU Referendum: Polls Remain Too Close to Call as Campaign Enters Final Days,2016-06-19,"The BBC presents the final-week polling as genuinely too close to call, noting the divergence between phone polls leaning Remain and online polls showing a dead heat. Its analysts stress that turnout among different demographics could prove decisive and decline to forecast a winner. The BBC frames the outcome as uncertain, with both campaigns claiming momentum.",UNCLEAR,PARTIAL,FREE
38,EU Referendum June 2016-Leave Wins,2016-06-23,2016-06-19,96,Election_Leadership,"The United Kingdom voted to leave the European Union by 51.9% to 48.1%, defying betting markets and most published forecasts that had pointed to a narrow Remain victory.",LEAVE,"With days until the referendum, betting markets price a Remain victory at around 80-85% probability, and the weight of published commentary anticipates that undecided voters will break for the status quo. Final polls are mixed and close, with several phone polls showing a narrow Remain lead and online polls showing a dead heat. Sterling has strengthened on the assumption of a Remain win, and most outlets are framing the likely result as a narrow victory for staying in the EU.",BBC News,"A landmark surprise outcome: Guardian, Times and Sky News all leaned toward a narrow Remain win (FALSE), while the Telegraph's pro-Leave framing predicted the actual result (TRUE) and BBC/Reuters stayed UNCLEAR. Central to the FALSE class — a case where consensus forecasting failed badly.",Telegraph,Don't Be Surprised if Britain Votes to Leave: The Polls May Be Understating Leave,2016-06-19,"The Telegraph argues that the published polls and complacent betting markets may be significantly understating the strength of the Leave vote, particularly among older and working-class voters likely to turn out in force. The paper contends that immigration and sovereignty concerns are more salient than economic-risk warnings, and that turnout patterns favour Leave. The Telegraph predicts a genuine possibility of a Leave victory on referendum day.",WILL_LEAVE,TRUE,PAYWALLED
38,EU Referendum June 2016-Leave Wins,2016-06-23,2016-06-19,96,Election_Leadership,"The United Kingdom voted to leave the European Union by 51.9% to 48.1%, defying betting markets and most published forecasts that had pointed to a narrow Remain victory.",LEAVE,"With days until the referendum, betting markets price a Remain victory at around 80-85% probability, and the weight of published commentary anticipates that undecided voters will break for the status quo. Final polls are mixed and close, with several phone polls showing a narrow Remain lead and online polls showing a dead heat. Sterling has strengthened on the assumption of a Remain win, and most outlets are framing the likely result as a narrow victory for staying in the EU.",BBC News,"A landmark surprise outcome: Guardian, Times and Sky News all leaned toward a narrow Remain win (FALSE), while the Telegraph's pro-Leave framing predicted the actual result (TRUE) and BBC/Reuters stayed UNCLEAR. Central to the FALSE class — a case where consensus forecasting failed badly.",Times,Remain on Course for Narrow Win as Markets Price In Status Quo,2016-06-19,"The Times reports that financial markets and the bulk of final polling point to a narrow win for Remain, with sterling strengthening on growing confidence the UK will stay in the EU. The paper's political team judges that late-deciding voters are likely to opt for the safer option in the polling booth. The Times concludes that Remain is the more probable outcome, while cautioning the margin will be tight.",WILL_REMAIN,FALSE,PAYWALLED
38,EU Referendum June 2016-Leave Wins,2016-06-23,2016-06-19,96,Election_Leadership,"The United Kingdom voted to leave the European Union by 51.9% to 48.1%, defying betting markets and most published forecasts that had pointed to a narrow Remain victory.",LEAVE,"With days until the referendum, betting markets price a Remain victory at around 80-85% probability, and the weight of published commentary anticipates that undecided voters will break for the status quo. Final polls are mixed and close, with several phone polls showing a narrow Remain lead and online polls showing a dead heat. Sterling has strengthened on the assumption of a Remain win, and most outlets are framing the likely result as a narrow victory for staying in the EU.",BBC News,"A landmark surprise outcome: Guardian, Times and Sky News all leaned toward a narrow Remain win (FALSE), while the Telegraph's pro-Leave framing predicted the actual result (TRUE) and BBC/Reuters stayed UNCLEAR. Central to the FALSE class — a case where consensus forecasting failed badly.",Reuters,UK Heads to EU Referendum With Polls Showing No Clear Lead,2016-06-19,"Reuters reports that Britain enters its EU referendum with final polls showing no clear lead, the contest balanced within the margin of error. The wire service notes that bookmakers favour Remain but that pollsters have warned the result is highly uncertain and turnout-dependent. Reuters makes no projection, reflecting the genuine uncertainty in the data.",UNCLEAR,PARTIAL,FREE
38,EU Referendum June 2016-Leave Wins,2016-06-23,2016-06-19,96,Election_Leadership,"The United Kingdom voted to leave the European Union by 51.9% to 48.1%, defying betting markets and most published forecasts that had pointed to a narrow Remain victory.",LEAVE,"With days until the referendum, betting markets price a Remain victory at around 80-85% probability, and the weight of published commentary anticipates that undecided voters will break for the status quo. Final polls are mixed and close, with several phone polls showing a narrow Remain lead and online polls showing a dead heat. Sterling has strengthened on the assumption of a Remain win, and most outlets are framing the likely result as a narrow victory for staying in the EU.",BBC News,"A landmark surprise outcome: Guardian, Times and Sky News all leaned toward a narrow Remain win (FALSE), while the Telegraph's pro-Leave framing predicted the actual result (TRUE) and BBC/Reuters stayed UNCLEAR. Central to the FALSE class — a case where consensus forecasting failed badly.",Sky News,"Remain Set to Win Narrowly, Final Poll of Polls Suggests",2016-06-19,"Sky News reports that its final aggregation of polling gives Remain a slender lead, with its analysts suggesting risk-averse undecided voters will tip the balance toward staying in the EU. Sky's coverage highlights market confidence and the established pattern of status-quo votes outperforming on the day. Sky concludes that a narrow Remain victory is the most likely result.",WILL_REMAIN,FALSE,FREE
40,North Shropshire By-election December 2021 – Lib Dem Gain,2021-12-16,2021-12-13,72,Election_Leadership,"The Liberal Democrats overturned a Conservative majority of nearly 23,000 to win North Shropshire, a seat held by the Conservatives and their predecessors for almost two centuries.",LIB_DEM_GAIN,"The by-election, triggered by Owen Paterson's resignation amid a lobbying scandal, takes place against the backdrop of mounting Partygate revelations damaging the Conservatives nationally. The seat has been Conservative-held for generations with a majority approaching 23,000, and the party is defending on traditionally safe rural territory. While the Liberal Democrats are mounting an energetic campaign and tactical voting is being urged, the scale of the majority leads much of the press to expect the Conservatives to hold on, even if with a sharply reduced margin.",BBC News,"A by-election shock: Guardian, Times and Telegraph expected a Conservative hold despite pressure (FALSE), Sky News read the Lib Dem surge correctly (TRUE), and BBC/Reuters hedged (PARTIAL). Adds FALSE labels with strong source divergence.",Guardian,Conservatives Expected to Cling On in North Shropshire Despite Partygate Anger,2021-12-13,"The Guardian reports that, although Partygate revelations have damaged the Conservatives, the sheer size of the 23,000 majority means the party is still expected to hold North Shropshire, albeit with a much-reduced margin. The paper notes Liberal Democrat optimism and tactical-voting appeals but judges that overturning such a majority would be historically rare. The Guardian frames a narrow Conservative hold as the most likely outcome.",WILL_HOLD,FALSE,FREE
